Date,Temp,RH,PM2.5_SubIndex,PM10_SubIndex,SO2_SubIndex,NO2_SubIndex,NH3_SubIndex,CO_SubIndex,O3_SubIndex,AQI_calculated,PM2.5,PM10,NO2,NH3,SO2,CO,Ozone
2025-07-14,27.92,70.62,34.46666666666667,98.69,5.387499999999999,8.8,4.5575,32.0,15.6,99.0,,,,,,,
2025-07-15,27.74,70.83,33.266666666666666,81.2,4.4875,9.6125,4.715,33.0,12.93,81.0,,,,,,,
2025-07-16,27.96,69.92,26.216666666666665,82.9,4.5125,7.2875,4.73,32.5,12.97,83.0,,,,,,,
2025-07-17,27.57,71.28,22.58333333333333,80.72,4.0375,7.9125,4.0,30.5,11.71,81.0,,,,,,,
2025-07-18,27.56,75.71,32.96666666666667,60.89,5.074999999999999,7.9875,4.1125,32.5,14.53,61.0,,,,,,,
2025-07-19,27.5,80.03,26.2,41.57,4.3,9.6125,4.24,34.5,12.29,42.0,,,,,,,
2025-07-20,27.52,71.96,28.500000000000004,39.23,4.9875,6.2875,4.4875,33.5,14.28,39.0,,,,,,,
2025-07-21,27.5,76.09,21.633333333333333,43.93,5.0,7.225,4.3475,32.5,14.35,44.0,,,,,,,
2025-07-22,27.51,72.02,34.4,89.22,5.0875,6.85,4.21,31.5,14.43,89.0,,,,,,,
2025-07-23,27.39,73.79,32.95,86.42,4.95,8.4375,4.4,32.5,14.12,86.0,,,,,,,
2025-07-24,27.15,72.32,38.16666666666666,87.34,5.2,22.4,2.9375,33.0,14.97,87.0,,,,,,,
2025-07-25,27.49,70.06,38.45,109.2,4.6875,11.025,4.2275,33.5,13.5,109.0,,,,,,,
2025-07-26,27.99,64.56,26.016666666666666,80.68,3.8,6.95,4.4,31.5,10.81,81.0,,,,,,,
2025-07-27,28.12,63.59,29.58333333333333,76.7,4.425,7.3875,4.7725,32.5,19.32,77.0,,,,,,,
2025-07-28,28.1,63.09,28.350000000000005,100.07333333333334,4.7625,10.0,5.725,35.0,11.51,100.0,,,,,,,
2025-07-29,28.41,60.65,36.46666666666667,126.99333333333334,4.7625,10.7625,5.595,31.5,11.2,127.0,,,,,,,
2025-07-30,28.27,74.55,33.833333333333336,114.54666666666664,3.725,7.3375,6.885,30.5,11.68,115.0,,,,,,,
2025-07-31,29.02,95.0,23.666666666666668,92.15,2.0875,4.6375,8.575,28.000000000000004,10.06,92.0,,,,,,,
2025-08-01,29.48,95.0,85.68333333333332,144.45333333333335,1.8625,7.05,10.8975,26.0,26.51,144.0,,,,,,,
2025-08-02,29.11,95.0,36.36666666666667,144.07333333333335,1.8875,4.8625,7.8325,29.5,19.65,144.0,,,,,,,
2025-08-03,29.1,95.0,28.266666666666666,101.76666666666668,1.875,4.3,7.05,29.5,14.86,102.0,,,,,,,
2025-08-04,29.09,95.0,27.75,103.16666666666669,1.9125,4.4,7.3275,28.5,13.82,103.0,,,,,,,
2025-08-05,29.07,95.0,28.200000000000003,92.94,1.8625,4.225,7.37,27.500000000000004,13.35,93.0,,,,,,,
2025-08-06,29.15,95.0,22.666666666666668,126.54,1.825,8.85,3.655,26.5,16.2,127.0,,,,,,,
2025-08-07,29.17,95.0,22.53333333333333,115.72666666666667,1.6625,3.3375,4.225,27.0,10.24,116.0,,,,,,,
2025-08-08,29.09,95.0,40.53333333333333,81.04,2.0875,10.5375,2.3575,28.5,23.03,81.0,,,,,,,
2025-08-09,29.06,95.0,30.16666666666667,80.13,1.8,8.1,3.4375,30.5,15.21,80.0,,,,,,,
2025-08-10,29.08,95.0,22.866666666666667,99.05,2.0375,6.05,5.8,29.5,11.59,99.0,,,,,,,
2025-08-11,29.11,95.0,15.366666666666667,43.37,1.8125,5.5875,7.265,27.0,9.75,43.0,,,,,,,
2025-08-12,29.08,95.0,22.666666666666668,57.42,1.9875,6.0875,7.885,28.5,8.29,57.0,,,,,,,
2025-08-13,29.05,95.0,25.566666666666663,47.23,1.725,6.65,7.6025,29.0,8.42,47.0,,,,,,,
2025-08-14,29.1,95.0,28.75,55.83,1.9875,6.1,7.9075,29.5,10.07,56.0,,,,,,,
2025-08-15,29.1,95.0,35.53333333333333,95.37,1.875,5.237500000000001,8.4075,31.0,9.32,95.0,,,,,,,
2025-08-16,29.14,95.0,47.3,74.37,1.55,4.575,8.465,18.0,9.63,74.0,,,,,,,
2025-08-17,29.06,95.0,24.016666666666666,33.09,1.9625,4.275,7.75,29.0,10.18,33.0,,,,,,,
2025-08-18,29.09,95.0,16.066666666666666,39.24,2.1125,4.4375,7.19,27.0,9.35,39.0,,,,,,,
2025-08-19,29.08,95.0,22.95,55.86,1.4125,4.6,7.56,26.5,10.27,56.0,,,,,,,
2025-08-20,29.16,95.0,30.31666666666667,89.53,1.7875,5.8875,8.2375,27.0,11.12,90.0,,,,,,,
2025-08-21,29.15,95.0,25.8,103.37333333333332,1.9875,4.1875,8.0725,26.5,14.83,103.0,,,,,,,
2025-08-22,29.07,95.0,28.500000000000004,43.37,1.875,5.325,7.35,27.500000000000004,12.66,43.0,,,,,,,
2025-08-23,29.07,95.0,24.683333333333334,47.02,2.075,6.1375,7.32,29.5,14.3,47.0,,,,,,,
2025-08-24,29.1,95.0,42.0,59.31,1.625,4.875,7.61,28.5,14.69,59.0,,,,,,,
2025-08-25,29.08,95.0,39.11666666666667,80.28,1.8375,4.025,6.905,27.0,14.18,80.0,,,,,,,
2025-08-26,29.07,95.0,40.31666666666667,72.02,1.575,3.4875,6.33,27.500000000000004,9.39,72.0,,,,,,,
2025-08-27,29.05,95.0,31.41666666666667,65.66,1.7875,2.4875,6.5275,26.5,6.23,66.0,,,,,,,
2025-08-28,29.09,95.0,38.71666666666667,93.9,1.825,2.7375,6.3,16.5,5.88,94.0,,,,,,,
2025-08-29,29.05,95.0,27.55,104.04666666666668,1.775,2.55,5.9875,20.5,5.85,104.0,,,,,,,
2025-08-30,29.13,95.0,31.883333333333333,75.59,1.825,3.2875,6.09,24.5,5.84,76.0,,,,,,,
2025-08-31,29.04,95.0,49.8,55.08,1.9875,2.6625,5.9875,0.0,5.34,55.0,,,,,,,
2025-09-01,29.07,95.0,28.83333333333333,56.78,1.5875,3.625,5.8975,13.0,4.67,57.0,,,,,,,
2025-09-02,29.08,95.0,27.566666666666663,69.11,2.05,3.425,6.5825,28.000000000000004,2.01,69.0,,,,,,,
2025-09-03,29.08,95.0,28.933333333333334,60.02,1.85,3.125,6.645,25.5,2.17,60.0,,,,,,,
2025-09-04,29.07,95.0,36.266666666666666,101.44,1.5875,3.3625,6.645,28.000000000000004,2.74,101.0,,,,,,,
2025-09-05,29.09,95.0,25.7,53.36,1.6875,3.1125000000000003,6.6,26.0,2.76,53.0,,,,,,,
2025-09-06,29.06,95.0,40.45,97.61,1.6875,3.5125,6.4875,27.0,4.07,98.0,,,,,,,
2025-09-07,29.09,95.0,40.21666666666667,100.75333333333332,1.7125,2.9125,6.455,27.500000000000004,4.06,101.0,,,,,,,
2025-09-08,29.09,95.0,32.25000000000001,85.24,2.025,3.0625000000000004,6.24,26.5,4.36,85.0,,,,,,,
2025-09-09,29.1,95.0,54.23333333333333,103.23333333333332,1.65,3.075,6.7375,27.500000000000004,4.56,103.0,,,,,,,
2025-09-10,29.11,95.0,37.016666666666666,108.57333333333334,1.7,3.175,6.445,28.5,4.14,109.0,,,,,,,
2025-09-11,29.08,95.0,24.566666666666663,62.84,1.8625,4.175,6.0525,26.5,3.47,63.0,,,,,,,
2025-09-12,29.06,95.0,45.766666666666666,94.48,1.975,3.7125,6.6375,29.5,6.4,94.0,,,,,,,
2025-09-13,29.03,95.0,48.266666666666666,78.01,1.6875,2.8625,6.56,31.5,3.17,78.0,,,,,,,
2025-09-14,29.08,95.0,57.00000000000001,87.21,1.8,2.625,6.37,32.5,3.95,87.0,,,,,,,
2025-09-15,29.05,95.0,44.016666666666666,127.24,1.85,2.3625,5.93,27.500000000000004,3.64,127.0,,,,,,,
2025-09-16,29.04,95.0,23.98333333333333,44.89,1.8375,2.95,5.575,28.5,2.87,45.0,,,,,,,
2025-09-17,29.05,95.0,44.31666666666667,63.49,1.8125,2.675,5.4325,13.0,3.16,63.0,,,,,,,
2025-09-18,29.06,95.0,25.066666666666663,47.35,1.8375,2.5375,5.4825,0.0,2.58,47.0,,,,,,,
2025-09-19,28.99,95.0,18.766666666666666,36.28,1.55,2.5,5.0625,14.000000000000002,1.93,36.0,,,,,,,
2025-09-20,28.96,95.0,26.183333333333334,35.12,1.7,2.525,5.0575,28.5,1.72,35.0,,,,,,,
2025-09-21,28.94,95.0,26.7,47.33,1.7625,2.1375,4.9025,27.500000000000004,2.07,47.0,,,,,,,
2025-09-22,28.95,95.0,32.833333333333336,103.07333333333334,2.0,3.7375,4.9375,27.500000000000004,2.83,103.0,,,,,,,
2025-09-23,28.95,95.0,19.366666666666667,56.14,2.0625,3.0625000000000004,4.7075,27.500000000000004,2.33,56.0,,,,,,,
2025-09-24,28.96,95.0,21.9,54.28,2.1,2.8875,4.735,26.0,1.74,54.0,,,,,,,
2025-09-25,29.01,95.0,20.55,65.25,1.8875,2.8999999999999995,5.09,26.0,2.51,65.0,,,,,,,
2025-09-26,28.98,95.0,16.666666666666668,52.23,1.9125,2.9125,4.895,24.5,2.21,52.0,,,,,,,
2025-09-27,28.99,95.0,25.316666666666663,83.82,1.775,2.7250000000000005,5.185,26.0,2.63,84.0,,,,,,,
2025-09-28,28.94,95.0,20.683333333333334,92.05,1.4125,2.1,5.4725,25.5,2.09,92.0,,,,,,,
2025-09-29,28.96,95.0,47.266666666666666,419.3375,1.7,3.2375,5.6925,26.0,4.1,419.0,,,,,,,
2025-09-30,28.93,95.0,41.583333333333336,72.11,1.8125,3.875,5.96,26.5,4.44,72.0,,,,,,,
2025-10-01,28.94,95.0,37.6,84.36,2.3125,2.4375,6.105,28.5,2.34,84.0,,,,,,,
2025-10-02,28.92,95.0,39.46666666666667,110.1,2.0625,2.0125,5.655,26.0,3.04,110.0,,,,,,,
2025-10-03,28.94,95.0,37.06666666666667,143.5933333333333,2.1875,2.85,5.725,28.5,3.26,144.0,,,,,,,
2025-10-04,28.95,95.0,18.2,112.71333333333332,1.625,2.9875,5.1925,27.0,4.59,113.0,,,,,,,
2025-10-05,28.97,95.0,39.66666666666666,123.81333333333332,1.7625,2.1875,5.175,30.0,2.91,124.0,,,,,,,
2025-10-06,28.95,95.0,31.016666666666666,115.78666666666668,1.5125,3.3625,5.1625,28.5,3.91,116.0,,,,,,,
2025-10-07,28.94,95.0,39.71666666666667,126.62,1.55,3.95,5.4,34.0,4.19,127.0,,,,,,,
2025-10-08,28.95,95.0,36.96666666666667,108.39333333333332,1.5875,2.7125,5.54,28.5,3.14,108.0,,,,,,,
2025-10-09,28.98,95.0,34.86666666666667,130.48,2.0625,2.9625,5.675,28.5,4.81,130.0,,,,,,,
2025-10-10,28.98,95.0,31.516666666666666,76.64,1.6375,3.3625,5.8375,28.5,8.86,77.0,,,,,,,
2025-10-11,28.91,95.0,53.88333333333333,148.18666666666667,1.4875,2.3375,5.785,29.0,4.34,148.0,,,,,,,
2025-10-12,28.93,95.0,70.11666666666667,156.21333333333334,1.825,2.5625,5.69,29.5,3.58,156.0,,,,,,,
2025-10-13,28.95,95.0,67.8,145.31333333333333,2.0125,2.9625,5.6225,13.0,5.99,145.0,,,,,,,
2025-10-14,28.97,95.0,22.966666666666665,89.11,1.7,2.3125,5.3675,10.5,2.35,89.0,,,,,,,
2025-10-15,28.93,95.0,14.366666666666664,66.8,1.7,2.225,5.215,26.0,1.51,67.0,,,,,,,
2025-10-16,28.98,95.0,21.883333333333333,99.79,1.8125,1.9875,6.05,28.000000000000004,6.87,100.0,,,,,,,
2025-10-17,28.92,95.0,15.0,52.66,2.025,1.275,5.415,27.500000000000004,1.58,53.0,,,,,,,
2025-10-18,28.96,95.0,172.96666666666667,152.0,2.1,2.275,5.23,35.0,1.95,173.0,,,,,,,
2025-10-19,28.97,95.0,134.4666666666667,82.78,1.775,1.7625,5.1825,51.5,2.07,134.0,,,,,,,
2025-10-20,28.98,95.0,339.88461538461536,190.1133333333333,1.775,1.95,5.035,25.5,4.19,340.0,,,,,,,
2025-10-21,28.97,95.0,99.75,73.17,1.9125,1.9625,4.9525,30.5,3.18,100.0,,,,,,,
2025-10-22,28.95,95.0,12.883333333333333,127.59333333333332,1.8625,1.6,4.68,24.5,2.54,128.0,,,,,,,
2025-10-23,28.99,95.0,61.9,112.21333333333332,1.725,2.7250000000000005,4.6875,25.0,2.76,112.0,,,,,,,
2025-10-24,28.97,95.0,30.03333333333333,59.76,1.875,2.9375,4.7775,31.5,2.48,60.0,,,,,,,
2025-10-25,28.98,95.0,55.25,51.37,1.775,1.9875,5.035,45.5,1.82,55.0,,,,,,,
2025-10-26,28.95,95.0,35.46666666666667,54.73,1.95,1.95,4.5125,37.5,1.71,55.0,,,,,,,
2025-10-27,28.98,95.0,28.0,68.18,1.925,2.275,4.685,35.0,1.98,68.0,,,,,,,
2025-10-28,28.96,95.0,25.83333333333333,24.24,3.775,2.65,4.0275,34.0,2.65,34.0,,,,,,,
2025-10-29,28.96,95.0,35.333333333333336,114.87333333333332,4.9875,4.5875,3.2,37.5,5.15,115.0,,,,,,,
2025-10-30,28.99,95.0,30.566666666666663,89.95,5.3625,4.725,3.275,34.5,4.62,90.0,,,,,,,
2025-10-31,28.97,95.0,64.83333333333333,115.09333333333332,5.2,6.1,3.33,36.5,9.38,115.0,,,,,,,
2025-11-01,28.96,95.0,54.48333333333333,182.58,4.2375,5.6000000000000005,3.2725,35.5,10.15,183.0,,,,,,,
2025-11-02,28.93,95.0,50.63333333333333,139.8,4.825,3.8625,3.19,35.0,6.44,140.0,,,,,,,
2025-11-03,28.97,95.0,47.333333333333336,75.73,4.575,8.1375,3.3075,40.0,9.48,76.0,,,,,,,
2025-11-04,28.93,95.0,53.91666666666667,103.24,4.875,7.1375,3.445,45.5,7.31,103.0,,,,,,,
2025-11-05,29.0,95.0,52.43333333333334,100.11333333333332,4.8125,8.1375,3.75,52.0,12.06,100.0,,,,,,,
2025-11-06,28.96,95.0,50.583333333333336,91.85,4.9375,7.05,3.8525,41.5,10.33,92.0,,,,,,,
2025-11-07,28.96,95.0,71.31666666666666,71.33,4.7875,7.4,4.0025,42.0,9.14,71.0,,,,,,,
2025-11-08,28.96,95.0,93.56666666666666,103.14,5.6625,5.9375,3.7825,48.5,7.5,103.0,,,,,,,
2025-11-09,28.92,95.0,127.5,110.69333333333334,4.4625,4.575,3.5425,45.0,7.07,128.0,,,,,,,
2025-11-10,28.96,95.0,123.63333333333334,140.94,4.4375,5.500000000000001,3.5175,47.0,8.48,141.0,,,,,,,
2025-11-11,28.98,95.0,92.88333333333333,92.12,4.6375,5.325,3.665,41.5,11.95,93.0,,,,,,,
2025-11-12,28.97,95.0,81.06666666666666,82.87,5.25,4.425,3.5125,39.0,15.25,83.0,,,,,,,
2025-11-13,28.95,95.0,93.03333333333332,82.72,4.725,5.0,3.455,42.5,13.58,93.0,,,,,,,
2025-11-14,29.04,95.0,128.33333333333334,104.15333333333334,5.4125,5.7125,3.45,43.5,14.18,128.0,,,,,,,
2025-11-15,28.95,95.0,130.66666666666669,112.85333333333334,4.5375,5.699999999999999,3.42,47.0,11.52,131.0,,,,,,,
2025-11-16,28.96,95.0,123.36666666666667,103.29333333333334,3.9,4.7125,3.56,48.5,15.11,123.0,,,,,,,
2025-11-17,29.0,95.0,115.73333333333332,89.79,3.8,6.9,3.96,55.50000000000001,15.23,116.0,,,,,,,
2025-11-18,29.01,95.0,64.95,50.38,5.6375,7.25,5.3225,75.0,14.99,75.0,,,,,,,
2025-11-19,29.01,95.0,73.4,70.2,3.8125,5.65,3.83,50.0,7.61,73.0,,,,,,,
2025-11-20,29.03,95.0,88.48333333333335,97.42,5.500000000000001,6.374999999999999,4.1375,60.5,9.97,97.0,,,,,,,
2025-11-21,29.01,95.0,34.833333333333336,106.25333333333332,4.975,4.9875,3.69,42.5,5.26,106.0,,,,,,,
2025-11-22,28.98,94.41,11.316666666666666,95.48,3.8875,3.925,3.8225,43.5,7.17,95.0,,,,,,,
2025-11-23,29.06,95.0,11.3,48.32,5.2125,3.0875000000000004,4.865,64.0,10.08,64.0,,,,,,,
2025-11-24,29.06,95.0,53.73333333333333,64.26,4.45,3.825,4.0725,47.0,8.24,64.0,,,,,,,
2025-11-25,29.05,95.0,81.81666666666668,84.58,4.85,4.225,3.77,42.0,12.18,85.0,,,,,,,
2025-11-26,29.03,95.0,95.01666666666668,96.27,3.6625,4.9,3.58,44.0,11.46,96.0,,,,,,,
2025-11-27,29.05,95.0,84.5,93.37,4.025,5.3375,3.9,47.0,21.82,93.0,,,,,,,
2025-11-28,29.02,95.0,106.16666666666669,113.4,5.3125,8.4375,3.8775,48.0,14.21,113.0,,,,,,,
2025-11-29,29.0,95.0,36.91666666666666,41.33,5.6875,5.9125000000000005,3.375,40.0,7.33,41.0,,,,,,,
2025-11-30,29.04,95.0,11.083333333333334,17.35,5.6375,4.35,3.8375,41.5,7.71,42.0,,,,,,,
2025-12-01,29.03,95.0,11.1,11.69,4.2125,4.0375,3.2775,33.0,6.21,33.0,,,,,,,
2025-12-02,28.96,95.0,62.55,44.36,4.5125,3.9,3.0575,41.0,6.93,63.0,,,,,,,
2025-12-03,28.96,95.0,20.33333333333333,22.85,4.1625,3.95,3.915,62.0,12.64,62.0,,,,,,,
2025-12-04,28.97,95.0,65.68333333333332,56.29,5.3375,6.4625,4.305,73.0,10.31,73.0,,,,,,,
2025-12-05,28.94,95.0,181.9,113.81333333333332,4.2625,5.500000000000001,3.84,54.0,12.61,182.0,,,,,,,
2025-12-06,29.04,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,160.0,,,,,,,
2025-12-07,29.0,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,163.0,163.0,82.0,1.8,,3.2,11.9,6.9
2025-12-08,29.046666666666667,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,163.0,163.0,83.0,2.0,,2.3,9.7,5.6
2025-12-09,28.86,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,169.0,169.0,101.0,3.1,,2.6,8.9,13.0
2025-12-10,29.0375,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,178.0,178.0,108.0,2.9,,2.7,10.9,6.3
2025-12-11,29.03,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,166.0,166.0,74.0,2.6,,0.7,13.3,6.8
2025-12-12,29.0325,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,147.0,147.0,78.0,2.1,,2.4,10.0,8.2
2025-12-13,28.94,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,168.0,168.0,71.0,2.8,,1.7,7.5,7.1
2025-12-14,28.76,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,153.0,153.0,71.0,1.9,,1.1,9.3,4.5
2025-12-15,28.7675,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,101.0,89.0,101.0,2.3,,2.7,7.8,3.1
2025-12-16,28.74,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,139.0,139.0,74.0,1.8,,2.3,10.5,3.0
2025-12-17,28.69,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,55.0,55.0,33.0,1.5,,1.0,5.4,2.2
2025-12-18,28.790000000000003,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,183.0,183.0,106.0,1.7,,2.7,8.8,2.8
2025-12-19,28.69,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,184.0,184.0,118.0,4.8,,1.5,10.4,3.3
2025-12-20,28.7,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,182.0,182.0,117.0,2.4,,2.6,8.1,1.8
2025-12-21,28.74,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,189.0,189.0,127.0,2.5,,1.6,10.2,2.4
2025-12-22,28.76,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,164.0,164.0,98.0,2.1,,2.9,8.8,1.9
2025-12-23,28.76,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,175.0,175.0,107.0,2.8,,2.1,8.7,2.5
2025-12-24,28.706666666666667,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,191.0,191.0,122.0,4.8,,1.8,9.4,3.9
2025-12-25,28.8,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,172.0,172.0,92.0,2.4,,2.2,10.4,2.3
2025-12-26,28.84,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,142.0,142.0,69.0,1.8,,2.2,8.5,3.6
2025-12-27,28.91,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,170.0,170.0,106.0,2.2,,1.8,9.7,2.3
2025-12-28,29.11,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,173.0,173.0,108.0,2.5,,2.0,9.4,2.3
2025-12-29,29.08,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,183.0,183.0,125.0,3.1,,2.4,11.9,3.3
2025-12-30,29.21,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,188.0,188.0,119.0,4.0,,3.0,11.5,4.4
2025-12-31,30.53,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,186.0,186.0,118.0,3.2,,2.7,11.7,4.5
2026-01-01,29.19,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,55.0,55.0,15.0,1.9,,2.0,9.9,4.1
2026-01-02,29.24,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,163.0,163.0,83.0,2.1,,1.4,10.5,8.4
2026-01-03,29.13,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,153.0,153.0,73.0,2.6,,1.7,8.2,7.8
2026-01-04,29.14,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,166.0,166.0,92.0,2.5,,2.4,9.1,7.7
2026-01-05,29.195,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,158.0,158.0,76.0,2.4,,1.7,7.2,3.5
2026-01-06,29.23,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,158.0,158.0,80.0,1.9,,2.2,8.2,3.5
2026-01-07,29.23,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,154.0,154.0,85.0,2.6,,2.1,8.2,3.6
2026-01-08,29.22,95.0,159.53333333333333,112.6,4.5,4.7375,3.63,52.0,9.56,94.0,94.0,63.0,2.1,,2.8,7.4,3.4
